Name,Pos,Nationality,GP,Possible_GP,Qualify_Pct,TOI_GP,ES_TOI_GP,PP_TOI_GP,SH_TOI_GP,G_60,A_60,PTS_60,SOG_60,BLK_60,HIT_60,PP_PTS_60,PIM_GP,PlusMinus_GP,Height_in,Weight_lbs,BMI,Fights,CF_pct_5v5,xGF_pct_5v5,ixG_60_5v5
Pius Suter,F,CHE,291.0,328,0.8872,15.680469644902633,12.87508591065292,1.022394043528064,1.7829896907216496,0.868,0.815,1.683,5.838,1.67,2.538,0.184,0.206,0.1,71.0,172.0,23.99,0,50.55,51.73,0.767
Quinn Hughes,D,USA,302.0,328,0.9207,25.88774834437086,21.35485651214128,3.972406181015452,0.5604856512141281,0.361,2.095,2.456,5.618,2.149,0.599,1.036,0.44,0.169,70.0,180.0,25.82,1,55.17,53.7,0.214
Quinton Byfield,C,CAN,293.0,328,0.8933,17.57195676905575,14.600739476678042,1.9970989761092148,0.9741183162684868,0.816,1.282,2.098,6.666,1.305,3.088,0.385,0.56,0.157,77.0,230.0,27.27,0,54.37,55.57,0.714
Radek Faksa,C,CZE,283.0,328,0.8628,12.797703180212014,10.854416961130744,0.11189634864546522,1.8313898704358067,0.414,0.762,1.176,4.39,3.396,6.279,0.0,0.378,0.032,75.0,216.0,27.0,1,49.9,48.53,0.556
Radko Gudas,D,CZE,275.0,328,0.8384,18.3530303030303,15.86351515151515,0.06260606060606055,2.4269090909090907,0.131,0.63,0.761,4.161,6.455,11.52,0.0,1.309,0.109,72.0,208.0,28.21,14,48.6,50.16,0.133
Rasmus Andersson,D,SWE,319.0,328,0.9726,23.75177638453501,19.117450365726228,2.31687565308255,2.3174503657262275,0.38,0.934,1.315,5.219,5.282,1.307,0.404,0.639,-0.125,73.0,202.0,26.65,2,49.97,48.39,0.235
Rasmus Dahlin,D,SWE,309.0,328,0.9421,24.91003236245955,20.612028047464943,3.2991370010787486,0.9988673139158575,0.553,1.582,2.136,6.501,3.609,3.648,0.741,0.932,0.123,75.0,204.0,25.5,2,53.65,52.34,0.287
Rasmus Sandin,D,SWE,294.0,328,0.8963,19.65017006802721,17.832142857142856,1.2166099773242631,0.6014172335600907,0.197,1.018,1.215,3.407,4.59,4.05,0.228,0.333,0.024,71.0,189.0,26.36,4,47.81,49.47,0.167
Reilly Smith,RW,CAN,302.0,328,0.9207,15.589128035320087,13.122571743929361,1.304635761589404,1.1619205298013244,0.867,1.198,2.065,7.086,1.453,2.511,0.319,0.205,0.05,73.0,185.0,24.41,0,50.76,52.07,0.738
Rickard Rakell,RW,SWE,293.0,328,0.8933,18.29613196814562,15.286234357224119,2.893856655290102,0.11604095563139932,1.142,1.265,2.406,8.697,2.384,4.925,0.694,0.205,-0.085,73.0,194.0,25.59,0,52.44,51.41,0.886
Ridly Greig,C,CAN,247.0,328,0.753,15.912955465587046,13.07982456140351,1.2230094466936572,1.6101214574898788,0.626,0.962,1.588,5.709,2.183,6.045,0.26,0.895,0.049,72.0,184.0,24.95,7,49.93,51.11,0.722
Robert Thomas,C,CAN,289.0,328,0.8811,19.855651672433677,15.626758938869665,2.8122837370242215,1.4166089965397923,0.941,2.154,3.095,5.469,1.715,0.565,0.857,0.394,0.149,72.0,207.0,28.07,0,50.39,51.85,0.614
Roman Josi,D,CHE,270.0,328,0.8232,24.87382716049383,20.454814814814814,3.475185185185185,0.9438271604938271,0.563,1.555,2.117,7.755,4.404,1.456,0.876,0.478,-0.089,73.0,201.0,26.52,1,52.98,52.37,0.321
Roope Hintz,LW,FIN,282.0,328,0.8598,17.22151300236407,13.42352245862884,2.820862884160756,0.9771276595744681,1.359,1.742,3.101,8.055,1.816,2.409,0.976,0.355,0.323,75.0,217.0,27.12,0,51.98,54.14,0.785
Ross Colton,C,USA,295.0,328,0.8994,13.169096045197742,11.858757062146891,1.253220338983051,0.05711864406779658,0.896,1.035,1.931,8.911,2.178,9.776,0.324,0.481,-0.027,72.0,194.0,26.31,4,54.99,55.66,1.029
Ryan Donato,C,USA,311.0,328,0.9482,14.140514469453379,12.665058949624866,1.355144694533762,0.12031082529474811,0.982,1.051,2.033,7.845,1.023,4.843,0.287,0.511,-0.093,72.0,190.0,25.77,5,45.55,43.78,0.685
Ryan Graves,D,CAN,231.0,328,0.7043,17.704184704184705,15.80858585858586,0.016883116883116885,1.8787157287157288,0.191,0.469,0.66,4.079,5.942,3.712,0.0,0.42,0.113,77.0,225.0,26.68,1,49.6,50.6,0.129
Ryan Hartman,RW,USA,278.0,328,0.8476,16.129556354916065,14.104256594724221,1.5611510791366907,0.4641486810551559,0.937,1.084,2.021,8.657,3.332,3.666,0.375,1.025,0.011,72.0,197.0,26.72,6,49.93,51.48,0.858
Ryan Lindgren,D,USA,287.0,328,0.875,19.034320557491288,16.550522648083625,0.021312427409988358,2.4624854819976774,0.11,0.615,0.725,2.845,4.844,3.394,0.0,0.631,0.171,72.0,194.0,26.31,3,47.79,45.41,0.136
Ryan Lomberg,LW,CAN,294.0,328,0.8963,9.667857142857141,9.398469387755103,0.06609977324263033,0.20328798185941044,0.507,0.528,1.034,6.776,1.71,12.18,0.021,0.966,-0.037,69.0,184.0,27.17,18,47.82,44.49,0.539
Ryan McDonagh,D,USA,275.0,328,0.8384,20.83321212121212,17.586181818181817,0.37696969696969695,2.870060606060606,0.157,0.932,1.089,2.995,5.572,1.498,0.052,0.295,0.32,73.0,216.0,28.49,0,50.93,54.9,0.148
Ryan McLeod,C,CAN,298.0,328,0.9085,15.808389261744969,13.013982102908278,0.8788031319910514,1.9156040268456376,0.726,1.312,2.038,4.725,1.567,1.758,0.127,0.201,0.174,75.0,204.0,25.5,0,51.85,51.3,0.526
Ryan Nugent-Hopkins,C,CAN,312.0,328,0.9512,19.34647435897436,14.204807692307694,3.45309829059829,1.6885683760683763,0.944,1.799,2.743,6.769,1.372,1.6,1.272,0.372,0.054,73.0,192.0,25.33,2,53.83,56.73,0.75
Ryan O'Reilly,C,CAN,295.0,328,0.8994,19.384745762711866,15.018813559322034,2.8075706214689267,1.558361581920904,0.923,1.448,2.371,6.148,2.277,0.85,0.734,0.271,-0.102,73.0,207.0,27.31,3,53.0,52.53,0.75
Ryan Poehling,C,USA,273.0,328,0.8323,14.083699633699633,11.783211233211233,0.2942002442002442,2.0062881562881563,0.64,1.061,1.701,5.306,4.791,2.949,0.094,0.154,-0.033,74.0,206.0,26.45,0,48.65,51.18,0.58
Ryan Pulock,D,CAN,290.0,328,0.8841,21.233908045977007,18.28264367816092,0.8118390804597702,2.139425287356322,0.175,0.75,0.926,3.956,5.642,3.781,0.136,0.2,0.083,73.0,219.0,28.89,0,46.09,47.27,0.131
Ryan Strome,C,CAN,295.0,328,0.8994,15.921920903954804,13.65090395480226,2.137062146892655,0.13395480225988696,0.562,1.277,1.839,5.812,1.226,2.133,0.345,0.915,-0.207,73.0,192.0,25.33,10,47.86,47.41,0.643
Ryan Suter,D,USA,246.0,328,0.75,19.566666666666666,17.400000000000002,0.5888888888888889,1.5777777777777777,0.087,0.623,0.711,3.191,4.176,2.568,0.05,0.317,0.085,73.0,201.0,26.52,0,49.03,49.79,0.139
Ryker Evans,D,CAN,176.0,246,0.7154,18.760511363636365,17.13191287878788,0.8157196969696969,0.8128787878787879,0.254,0.672,0.927,2.708,3.98,4.234,0.164,0.511,-0.068,72.0,195.0,26.44,0,47.51,47.93,0.115
Sam Bennett,C,CAN,284.0,328,0.8659,17.48820422535211,14.421420187793428,2.442605633802817,0.6241784037558685,1.051,1.244,2.295,9.737,1.872,7.043,0.556,1.148,-0.011,73.0,193.0,25.46,6,55.0,53.29,0.979
Sam Carrick,C,CAN,282.0,328,0.8598,11.350236406619384,9.820567375886524,0.19018912529550824,1.339479905437352,0.525,0.581,1.106,5.642,2.549,9.523,0.019,1.103,-0.074,72.0,202.0,27.39,31,46.23,47.24,0.625
Sam Dickinson,D,CAN,72.0,82,0.878,16.733333333333334,15.533333333333331,0.3,0.8999999999999999,0.05,0.647,0.697,3.586,3.486,3.685,0.0,0.306,-0.069,75.0,200.0,25.0,0,47.6,47.65,0.217
Sam Lafferty,C,USA,238.0,328,0.7256,11.751680672268908,10.7140756302521,0.32261904761904764,0.7149859943977591,0.644,0.644,1.287,5.127,1.845,9.439,0.0,0.466,-0.101,74.0,205.0,26.32,3,47.75,44.28,0.564
Sam Malinski,D,USA,181.0,246,0.7358,16.45570902394107,15.735174953959485,0.2629834254143646,0.4575506445672191,0.322,0.987,1.309,6.245,4.512,2.357,0.081,0.243,0.298,71.0,190.0,26.5,0,55.18,55.38,0.233
Sam Reinhart,C,CAN,307.0,328,0.936,20.388599348534203,14.868783930510316,3.770684039087948,1.7491313789359393,1.495,1.409,2.904,8.033,2.08,2.857,1.112,0.261,0.016,73.0,196.0,25.86,2,56.09,56.53,0.743
Sam Steel,C,CAN,294.0,328,0.8963,14.54109977324263,12.469501133786848,0.35017006802721085,1.7214285714285715,0.519,1.025,1.544,4.8,1.432,3.41,0.084,0.347,0.027,72.0,185.0,25.09,2,50.13,50.86,0.55
Samuel Girard,D,CAN,268.0,328,0.8171,20.06610696517413,17.94570895522388,0.7257462686567164,1.3946517412935322,0.167,0.926,1.093,3.66,4.284,2.522,0.112,0.235,0.052,70.0,170.0,24.39,1,54.11,53.07,0.151
Scott Laughton,C,CAN,304.0,328,0.9268,15.758991228070176,12.915789473684212,1.0096491228070175,1.833552631578947,0.714,0.952,1.666,6.976,2.618,7.64,0.2,0.599,-0.135,73.0,190.0,25.06,4,44.43,47.96,0.625
Scott Mayfield,D,USA,269.0,328,0.8201,18.31926889714994,16.21177199504337,0.021747211895910726,2.0857496902106565,0.134,0.511,0.645,3.373,5.613,4.152,0.0,0.848,0.03,76.0,215.0,26.17,6,44.99,46.36,0.136
Sean Couturier,C,CAN,231.0,246,0.939,17.21803751803752,14.327705627705626,1.5684704184704183,1.321861471861472,0.573,1.222,1.795,7.03,1.931,3.213,0.181,0.433,-0.061,76.0,210.0,25.56,2,51.93,53.94,0.701
Sean Durzi,D,CAN,238.0,328,0.7256,20.672829131652662,17.42983193277311,2.1647058823529415,1.0782913165266106,0.329,1.098,1.427,4.573,5.39,2.037,0.463,0.765,-0.088,73.0,196.0,25.86,4,52.6,51.69,0.205
Sean Kuraly,C,USA,297.0,328,0.9055,13.372783389450058,11.350056116722781,0.06593714927048255,1.9567901234567904,0.483,0.68,1.163,5.892,2.598,8.958,0.015,0.636,-0.125,74.0,208.0,26.7,3,49.02,46.41,0.616
Sean Monahan,C,CAN,240.0,328,0.7317,17.899027777777782,13.731319444444443,2.6636805555555556,1.5040277777777775,0.894,1.467,2.36,6.774,1.676,1.606,0.684,0.25,0.05,74.0,206.0,26.45,0,51.3,51.33,0.773
Sean Walker,D,CAN,314.0,328,0.9573,18.271709129511677,16.304033970276006,0.5236730360934183,1.4440021231422504,0.282,0.648,0.931,5.94,4.664,4.466,0.031,0.608,0.022,71.0,191.0,26.64,1,58.34,55.33,0.257
Sebastian Aho,F,SWE,722.0,328,2.2012,18.438734995383193,14.959787626962143,2.2083564173591874,1.2705909510618651,0.964,1.424,2.389,6.959,1.861,2.235,0.685,0.438,0.147,70.0,180.0,25.82,0,57.18,55.05,0.628
Seth Jarvis,C,CAN,307.0,328,0.936,18.217480998914223,14.000760043431054,2.8379478827361564,1.3787730727470142,1.191,1.373,2.564,8.486,1.91,3.884,0.697,0.212,0.166,70.0,180.0,25.82,1,59.47,57.58,0.917
Seth Jones,D,USA,254.0,328,0.7744,24.589698162729658,19.2497375328084,3.117257217847769,2.2227034120734905,0.346,0.961,1.306,5.447,4.092,3.132,0.538,0.409,-0.315,76.0,213.0,25.92,0,48.66,46.86,0.172
Shane Pinto,C,USA,265.0,328,0.8079,17.441698113207543,14.333584905660377,1.789811320754717,1.3183018867924527,0.948,0.935,1.882,7.166,2.415,3.596,0.286,0.377,0.015,75.0,206.0,25.75,0,50.66,55.6,0.861
Shayne Gostisbehere,D,USA,281.0,328,0.8567,19.409786476868327,15.948339264531436,3.163167259786477,0.2982799525504151,0.473,1.639,2.112,5.852,3.223,1.595,0.979,0.434,-0.032,71.0,183.0,25.52,0,56.49,54.16,0.224
Shea Theodore,D,CAN,239.0,328,0.7287,22.100557880055785,19.28347280334728,2.3219665271966523,0.4951185495118549,0.341,1.693,2.033,5.668,3.783,0.375,0.545,0.31,0.238,74.0,197.0,25.29,0,52.89,53.78,0.231
Sidney Crosby,C,CAN,312.0,328,0.9512,19.972222222222218,16.46196581196581,3.450854700854701,0.05940170940170937,1.319,2.07,3.389,8.858,1.473,2.879,0.963,0.535,-0.016,71.0,200.0,27.89,1,52.88,52.18,0.797
Simon Benoit,D,CAN,293.0,328,0.8933,17.602332195676908,15.404550625711034,0.016154721274175183,2.181626848691695,0.058,0.302,0.361,2.815,5.293,10.005,0.0,0.737,-0.109,76.0,210.0,25.56,10,44.22,44.19,0.1
Simon HolmstrÃ¶m,RW,,279.0,328,0.8506,14.807825567502986,12.539605734767024,0.9280764635603344,1.3401433691756273,0.871,0.871,1.743,4.459,2.44,1.031,0.145,0.136,0.025,,,,0,,,
Stefan Noesen,RW,USA,275.0,328,0.8384,13.105151515151515,10.87478787878788,2.0863636363636364,0.144,0.866,1.149,2.014,7.692,1.398,6.693,0.733,0.553,0.015,73.0,205.0,27.04,9,54.74,53.67,0.816
Steven Lorentz,C,CAN,269.0,328,0.8201,11.001239157372986,9.5227385377943,0.09653035935563814,1.3819702602230484,0.527,0.669,1.196,5.819,3.305,11.273,0.02,0.19,-0.086,76.0,219.0,26.65,1,45.64,47.67,0.644
Steven Stamkos,C,CAN,324.0,328,0.9878,18.24393004115226,14.634670781893004,3.5217078189300413,0.08755144032921806,1.452,1.431,2.883,8.953,1.786,3.299,1.228,0.574,-0.244,73.0,193.0,25.46,1,49.34,49.75,0.68
Tage Thompson,C,USA,306.0,328,0.9329,18.676252723311546,15.161819172113288,3.127124183006536,0.3873093681917211,1.68,1.501,3.181,11.076,1.407,3.034,0.945,0.497,-0.016,78.0,220.0,25.42,4,51.43,50.17,0.842
Tanner Jeannot,F,CAN,275.0,328,0.8384,12.542181818181819,11.313878787878787,0.31599999999999995,0.9123030303030303,0.452,0.713,1.166,5.219,3.201,16.543,0.052,1.225,-0.076,74.0,221.0,28.37,35,49.57,49.84,0.698
Taylor Raddysh,RW,CAN,299.0,328,0.9116,14.17820512820513,12.143756967670011,1.4774804905239687,0.5569676700111482,0.58,0.793,1.373,5.591,1.897,3.878,0.283,0.227,-0.164,74.0,201.0,25.8,0,47.76,48.63,0.632
Teddy Blueger,C,LVA,248.0,328,0.7561,14.417338709677423,12.250470430107528,0.10826612903225803,2.0586021505376344,0.453,1.007,1.46,5.487,2.5,5.504,0.017,0.492,-0.097,72.0,185.0,25.09,4,48.71,49.46,0.646
Teuvo TerÃ¤vÃ¤inen,F,FIN,301.0,328,0.9177,17.00598006644518,12.89263565891473,2.425359911406423,1.6879844961240307,0.774,1.371,2.145,5.697,1.36,0.926,0.832,0.146,-0.09,71.0,191.0,26.64,0,51.04,48.09,0.41
Thomas Chabot,D,CAN,256.0,328,0.7805,23.42109375,19.663932291666665,2.6659505208333334,1.0912109375,0.36,1.111,1.471,5.614,4.673,2.172,0.42,0.469,0.035,73.0,200.0,26.38,0,52.58,52.14,0.226
Thomas Harley,D,CAN,233.0,328,0.7104,22.294134477825462,19.34706723891273,1.7101573676680972,1.2369098712446351,0.427,1.132,1.559,5.036,4.632,1.617,0.358,0.266,0.292,75.0,214.0,26.75,0,52.08,52.51,0.246
Thomas Novak,C,USA,258.0,328,0.7866,14.08766149870801,12.378359173126615,1.7047157622739018,0.004586563307493522,1.057,1.453,2.509,7.065,1.882,0.528,0.594,0.171,-0.016,73.0,190.0,25.06,0,,,
Tim StÃ¼tzle,LW,,315.0,328,0.9604,20.570423280423277,16.032910052910054,3.591111111111111,0.9464021164021165,1.065,1.917,2.982,7.186,1.657,4.352,1.019,0.53,-0.041,,,,0,,,
Timo Meier,RW,CHE,304.0,328,0.9268,18.335087719298247,15.987445175438596,2.279550438596491,0.06809210526315786,1.27,1.044,2.314,11.206,2.121,5.781,0.678,0.553,-0.184,73.0,220.0,29.02,4,52.84,53.23,1.019
Timothy Liljegren,D,SWE,237.0,328,0.7226,19.04908579465541,16.705414908579463,1.1220112517580871,1.221659634317862,0.213,0.704,0.917,3.814,5.449,4.0,0.186,0.477,-0.021,73.0,200.0,26.38,1,46.62,50.2,0.167
Tom Willander,D,SWE,70.0,82,0.8537,16.966666666666665,15.316666666666668,1.1833333333333331,0.4666666666666666,0.253,0.808,1.061,2.981,3.94,1.768,0.152,0.4,-0.329,73.0,180.0,23.75,0,42.72,40.1,0.124
Tom Wilson,RW,CAN,260.0,328,0.7927,18.59102564102564,14.310384615384615,2.503076923076923,1.777564102564103,1.167,1.117,2.284,7.113,2.83,9.148,0.546,1.646,0.012,76.0,225.0,27.38,18,51.33,52.41,0.688
TomÃ¡Å¡ Hertl,C,,288.0,328,0.878,18.294155092592593,14.801215277777779,3.036747685185185,0.45619212962962963,1.082,1.423,2.505,7.812,2.357,4.134,0.922,0.427,-0.292,,,,0,,,
Travis Konecny,C,CAN,295.0,328,0.8994,19.892598870056496,15.681920903954802,2.8740677966101695,1.3366101694915256,1.176,1.615,2.791,8.087,1.534,3.548,0.562,0.868,-0.037,70.0,192.0,27.55,4,50.2,50.75,0.647
Travis Sanheim,D,CAN,325.0,328,0.9909,23.20805128205128,19.76784615384615,0.9490769230769233,2.4911282051282053,0.286,0.78,1.066,3.906,4.837,2.267,0.088,0.455,-0.058,76.0,222.0,27.02,0,49.18,52.15,0.246
Trent Frederic,C,USA,293.0,328,0.8933,12.541808873720136,11.865585893060295,0.30119453924914674,0.37502844141069397,0.767,0.751,1.518,6.498,2.27,10.76,0.082,0.778,0.02,75.0,221.0,27.62,23,46.81,50.22,0.76
Trevor Moore,LW,USA,281.0,328,0.8567,17.158659549228947,14.108956109134045,1.444602609727165,1.605100830367734,0.896,1.07,1.966,8.947,1.817,3.484,0.224,0.228,0.093,71.0,195.0,27.19,0,55.11,55.88,0.791
Trevor Zegras,C,USA,250.0,328,0.7622,18.15353333333333,15.389399999999998,2.751266666666667,0.012866666666666613,0.886,1.481,2.366,6.901,1.309,2.089,0.595,0.812,-0.132,72.0,185.0,25.09,1,47.89,50.85,0.635
Trevor van Riemsdyk,D,USA,295.0,328,0.8994,17.90779661016949,15.932598870056498,0.11615819209039545,1.8590395480225992,0.125,0.693,0.818,3.362,5.804,0.738,0.011,0.288,0.098,75.0,210.0,26.25,1,47.87,50.89,0.156
Troy Stecher,D,CAN,265.0,328,0.8079,16.768364779874215,15.021446540880504,0.04276729559748423,1.7041509433962265,0.135,0.432,0.567,3.484,4.24,2.728,0.0,0.464,-0.026,70.0,184.0,26.4,3,47.61,47.96,0.165
Troy Terry,C,USA,284.0,328,0.8659,18.698063380281692,15.629518779342725,2.789671361502347,0.2788732394366197,0.938,1.627,2.565,8.011,1.107,0.429,0.542,0.282,-0.025,72.0,193.0,26.17,0,50.35,50.22,0.713
Ty Dellandrea,C,CAN,238.0,328,0.7256,13.215126050420167,11.330672268907563,0.052661064425770274,1.8317927170868349,0.267,0.801,1.068,4.674,2.671,9.176,0.0,0.664,-0.21,74.0,185.0,23.75,6,43.56,42.91,0.608
Ty Emberson,D,USA,178.0,246,0.7236,15.83052434456929,14.251123595505616,0.03520599250936326,1.5441947565543073,0.106,0.639,0.745,2.96,5.302,6.942,0.021,0.264,-0.056,72.0,193.0,26.17,3,47.03,48.45,0.098
Tye Kartye,F,CAN,204.0,246,0.8293,11.18937908496732,10.511437908496733,0.052205882352941144,0.6257352941176471,0.657,0.789,1.446,5.809,2.55,15.167,0.0,0.578,-0.103,71.0,202.0,28.17,4,48.63,48.11,0.653
Tyler Bertuzzi,LW,CAN,291.0,328,0.8872,16.737800687285223,14.23184421534937,2.5059564719358534,0.0,1.035,1.146,2.18,6.923,1.454,3.289,0.702,0.601,-0.21,74.0,200.0,25.68,3,48.52,48.27,0.827
Tyler Myers,D,CAN,299.0,328,0.9116,20.01571906354515,17.45440356744704,0.27575250836120396,2.2855629877369013,0.13,0.682,0.812,3.689,5.273,3.76,0.01,0.933,-0.07,80.0,229.0,25.15,4,47.8,49.04,0.182
Tyler Toffoli,C,CAN,318.0,328,0.9695,16.35062893081761,13.155765199161428,3.0319182389937107,0.16294549266247377,1.339,1.327,2.666,10.409,1.015,2.723,0.842,0.208,-0.072,72.0,205.0,27.8,0,51.29,49.74,0.791
Victor Hedman,D,SWE,266.0,328,0.811,23.22312030075188,18.375125313283206,2.9135964912280707,1.9343984962406013,0.369,1.651,2.02,5.672,4.031,2.117,0.748,0.594,0.169,79.0,244.0,27.48,0,51.93,50.93,0.259
Victor Olofsson,RW,SWE,260.0,328,0.7927,13.584679487179487,11.669230769230769,1.9154487179487178,0.0,1.07,0.883,1.954,8.205,1.087,1.393,0.51,0.115,-0.008,71.0,180.0,25.1,0,52.85,51.79,0.618
Viktor Arvidsson,LW,SWE,231.0,328,0.7043,15.684632034632036,13.70779220779221,1.8967532467532466,0.08008658008658005,1.192,1.374,2.567,10.251,2.07,1.474,0.696,0.372,0.074,70.0,181.0,25.97,0,53.29,52.45,0.941
Vince Dunn,D,CAN,283.0,328,0.8628,22.600824499411072,19.62391048292108,2.7197879858657243,0.2571260306242638,0.441,1.37,1.81,5.488,2.899,1.97,0.6,0.777,0.032,72.0,200.0,27.12,4,49.46,47.39,0.221
Vincent Trocheck,C,USA,313.0,328,0.9543,20.57779552715655,15.894568690095847,3.062300319488818,1.620926517571885,0.829,1.528,2.357,7.043,2.394,7.117,0.643,0.706,0.01,71.0,187.0,26.08,5,51.95,48.35,0.678
Vladimir Tarasenko,RW,RUS,300.0,328,0.9146,15.508666666666665,13.378499999999999,2.1174444444444447,0.012722222222222197,0.967,1.419,2.386,7.802,1.844,3.65,0.567,0.12,-0.083,73.0,219.0,28.89,0,46.53,47.78,0.653
Vladislav Gavrikov,D,RUS,313.0,328,0.9543,22.36096911608093,19.064909478168264,0.42582534611288597,2.8702342917997874,0.266,0.652,0.917,3.721,4.055,1.963,0.051,0.46,0.099,75.0,210.0,26.25,0,52.94,53.9,0.179
Vladislav Namestnikov,C,RUS,293.0,328,0.8933,13.983617747440272,11.867576791808874,1.2814562002275314,0.834584755403868,0.556,1.113,1.669,5.462,2.49,5.272,0.308,0.471,0.099,72.0,181.0,24.55,2,51.79,52.23,0.645
Warren Foegele,LW,CAN,299.0,328,0.9116,14.2164994425864,12.618338907469342,0.5892419175027871,1.0089186176142697,0.988,0.875,1.863,8.907,1.595,4.7,0.056,0.391,0.154,74.0,205.0,26.32,2,53.44,56.53,1.109
Will Smith,C,USA,143.0,164,0.872,16.951165501165498,14.265268065268065,2.6445221445221443,0.04137529137529136,1.04,1.535,2.574,7.252,0.693,0.718,0.718,0.238,-0.098,72.0,180.0,24.41,0,47.77,46.27,0.657
William Borgen,D,,323.0,328,0.9848,17.215686274509803,15.579824561403507,0.04246646026831781,1.5933952528379776,0.173,0.637,0.809,3.485,4.489,6.809,0.0,0.604,0.015,,,,0,,,
William Cuylle,LW,,249.0,328,0.7591,14.222222222222221,12.564658634538151,0.7903614457831326,0.8672021419009374,0.898,0.864,1.762,7.268,2.44,14.571,0.22,0.695,-0.02,,,,0,,,
William Eklund,LW,SWE,243.0,328,0.7409,18.919478737997256,15.321604938271605,2.798902606310014,0.7989711934156377,0.653,1.423,2.075,6.173,2.284,2.245,0.639,0.399,-0.362,70.0,185.0,26.54,1,48.37,46.94,0.636
William Nylander,C,SWE,311.0,328,0.9482,19.312111468381566,15.716881028938905,3.257020364415863,0.33821007502679523,1.548,1.928,3.476,10.17,1.079,0.769,1.149,0.302,0.023,72.0,200.0,27.12,0,48.89,49.96,0.748
Wyatt Johnston,C,CAN,328.0,328,1.0,17.850000000000005,14.462499999999999,2.4833333333333334,0.9041666666666667,1.373,1.322,2.695,8.034,1.793,1.793,0.861,0.317,0.052,73.0,187.0,24.67,0,49.22,52.6,0.879
Yakov Trenin,C,RUS,311.0,328,0.9482,13.850964630225079,12.035101822079316,0.1740621650589496,1.6418006430868166,0.515,0.585,1.1,6.115,1.908,14.319,0.028,0.576,0.064,74.0,201.0,25.8,7,47.76,50.3,0.779
Yanni Gourde,C,CAN,300.0,328,0.9146,16.776777777777777,14.48861111111111,0.46322222222222215,1.824944444444444,0.489,1.18,1.669,5.794,2.062,5.937,0.083,0.853,0.017,69.0,173.0,25.54,12,52.48,52.78,0.744
Yegor Sharangovich,C,BLR,308.0,328,0.939,16.1103354978355,13.265530303030301,1.5478354978354978,1.296969696969697,0.919,0.895,1.814,7.013,1.778,0.846,0.387,0.143,-0.198,74.0,196.0,25.16,0,50.31,46.99,0.615
Zach Benson,LW,CAN,211.0,246,0.8577,15.016113744075827,12.782464454976305,1.3797788309636652,0.8538704581358609,0.644,1.269,1.913,6.306,1.629,2.083,0.208,0.654,0.104,70.0,177.0,25.39,0,53.71,52.95,0.848
Zach Bogosian,D,USA,233.0,328,0.7104,15.972460658082976,14.64656652360515,0.034907010014306114,1.2909871244635192,0.161,0.5,0.661,3.966,4.031,5.659,0.0,0.712,0.039,75.0,231.0,28.87,3,48.13,48.59,0.128
Zach Hyman,LW,CAN,290.0,328,0.8841,19.59396551724138,16.06494252873563,3.3541954022988505,0.17482758620689653,1.563,1.14,2.703,9.873,1.035,2.946,0.771,0.507,0.245,73.0,206.0,27.18,1,57.21,61.29,1.417
Zach Werenski,D,USA,239.0,328,0.7287,25.835983263598322,21.65557880055788,2.8237796373779642,1.3566248256624829,0.573,1.642,2.215,7.783,3.683,0.748,0.583,0.297,0.054,74.0,214.0,27.47,1,51.86,51.86,0.393
Zach Whitecloud,D,CAN,272.0,328,0.8293,18.218198529411765,16.616911764705883,0.034068627450980354,1.5672181372549023,0.157,0.521,0.678,3.075,5.388,5.57,0.0,0.515,0.029,74.0,210.0,26.96,3,49.62,49.99,0.132
Zachary Bolduc,C,CAN,175.0,246,0.7114,13.03542857142857,11.706761904761905,1.3286666666666669,0.0,0.947,1.026,1.973,6.812,2.393,7.628,0.473,0.406,0.08,72.0,187.0,25.36,1,49.08,50.02,0.709
Zakhar Bardakov,C,RUS,60.0,82,0.7317,7.183333333333333,7.066666666666666,0.05,0.0666666666666666,0.139,1.253,1.392,4.872,3.063,6.961,0.0,0.233,0.1,74.0,198.0,25.42,0,54.66,54.0,0.563
Zeev Buium,D,USA,76.0,82,0.9268,19.55,17.233333333333334,2.283333333333333,0.0333333333333333,0.242,0.808,1.05,2.948,2.221,1.131,0.525,0.539,-0.434,72.0,183.0,24.82,1,47.49,45.41,0.151
Zemgus Girgensons,C,LVA,299.0,328,0.9116,12.794983277591973,11.274191750278705,0.03216276477146041,1.4886287625418062,0.455,0.455,0.91,5.63,2.807,9.504,0.016,0.378,-0.04,75.0,197.0,24.62,7,49.95,48.69,0.684
